address_from,address_to,date_time,amount
\xa9d1e08c7793af67e9d92fe308d5697fb81d3e43,\xfa103c21ea2df71dfb92b0652f8b1d795e51cdef,2022-08-05T14:51:56+00:00,17445.490000000000
\xf403c135812408bfbe8713b5a23a04b3d48aae31,\x3fe65692bfcd0e6cf84cb1e7d24108e434a7587e,2022-08-05T14:52:22+00:00,69.7047818339889701
\x0000000000000000000000000000000000000000,\x989aeb4d175e16225e39e87d0d97a3360524ad80,2022-08-05T14:52:22+00:00,799.1558880159123932
\x0000000000000000000000000000000000000000,\x989aeb4d175e16225e39e87d0d97a3360524ad80,2022-08-05T14:52:22+00:00,697.0478183398897010
\xf403c135812408bfbe8713b5a23a04b3d48aae31,\xcf50b810e57ac33b91dcf525c6ddd9881b139332,2022-08-05T14:52:22+00:00,55.7616371288889292
\x989aeb4d175e16225e39e87d0d97a3360524ad80,\xf403c135812408bfbe8713b5a23a04b3d48aae31,2022-08-05T14:52:22+00:00,1022.7394255751955131
\xf403c135812408bfbe8713b5a23a04b3d48aae31,\xb900ef131301b307db5efcbed9dbb50a3e209b2e,2022-08-05T14:52:22+00:00,925.6431763395562250
\xf403c135812408bfbe8713b5a23a04b3d48aae31,\x0d959810433d8121715dafb65a042a3250c5b1e5,2022-08-05T14:52:22+00:00,6.9704781833988970
\xf403c135812408bfbe8713b5a23a04b3d48aae31,\xcf50b810e57ac33b91dcf525c6ddd9881b139332,2022-08-05T14:52:22+00:00,34.8523909169944850
\xf403c135812408bfbe8713b5a23a04b3d48aae31,\x3fe65692bfcd0e6cf84cb1e7d24108e434a7587e,2022-08-05T14:52:22+00:00,111.5232742577778584
\xf403c135812408bfbe8713b5a23a04b3d48aae31,\xb5bbc863bafe5006c68613b89130812a7b586a4e,2022-08-05T14:52:22+00:00,10.2273942557519551
\xf403c135812408bfbe8713b5a23a04b3d48aae31,\x0d959810433d8121715dafb65a042a3250c5b1e5,2022-08-05T14:52:22+00:00,7.9915588801591239
\xf403c135812408bfbe8713b5a23a04b3d48aae31,\xb5bbc863bafe5006c68613b89130812a7b586a4e,2022-08-05T14:52:22+00:00,11.1523274257777858
\xf403c135812408bfbe8713b5a23a04b3d48aae31,\x0d959810433d8121715dafb65a042a3250c5b1e5,2022-08-05T14:52:22+00:00,11.1523274257777858
\xf403c135812408bfbe8713b5a23a04b3d48aae31,\x1a8d59ccbbc81ecd556b86969680fad2f238f18f,2022-08-05T14:52:22+00:00,578.5496892221084518
\xf403c135812408bfbe8713b5a23a04b3d48aae31,\xcf50b810e57ac33b91dcf525c6ddd9881b139332,2022-08-05T14:52:22+00:00,51.1369712787597757
\x0000000000000000000000000000000000000000,\x989aeb4d175e16225e39e87d0d97a3360524ad80,2022-08-05T14:52:22+00:00,1022.7394255751955131
\xf403c135812408bfbe8713b5a23a04b3d48aae31,\x3fe65692bfcd0e6cf84cb1e7d24108e434a7587e,2022-08-05T14:52:22+00:00,102.2739425575195513
\xf403c135812408bfbe8713b5a23a04b3d48aae31,\x3fe65692bfcd0e6cf84cb1e7d24108e434a7587e,2022-08-05T14:52:22+00:00,79.9155888015912393
\x0000000000000000000000000000000000000000,\x989aeb4d175e16225e39e87d0d97a3360524ad80,2022-08-05T14:52:22+00:00,1115.2327425777785843
\xf403c135812408bfbe8713b5a23a04b3d48aae31,\xb5bbc863bafe5006c68613b89130812a7b586a4e,2022-08-05T14:52:22+00:00,7.9915588801591239
\xf403c135812408bfbe8713b5a23a04b3d48aae31,\x7e880867363a7e321f5d260cade2b0bb2f717b02,2022-08-05T14:52:22+00:00,848.8737232274122758
\x989aeb4d175e16225e39e87d0d97a3360524ad80,\xf403c135812408bfbe8713b5a23a04b3d48aae31,2022-08-05T14:52:22+00:00,1115.2327425777785843
\xf403c135812408bfbe8713b5a23a04b3d48aae31,\x9d5c5e364d81dab193b72db9e9be9d8ee669b652,2022-08-05T14:52:22+00:00,663.2993870532072864
\x989aeb4d175e16225e39e87d0d97a3360524ad80,\xf403c135812408bfbe8713b5a23a04b3d48aae31,2022-08-05T14:52:22+00:00,799.1558880159123932
\x989aeb4d175e16225e39e87d0d97a3360524ad80,\xf403c135812408bfbe8713b5a23a04b3d48aae31,2022-08-05T14:52:22+00:00,697.0478183398897010
\xf403c135812408bfbe8713b5a23a04b3d48aae31,\xcf50b810e57ac33b91dcf525c6ddd9881b139332,2022-08-05T14:52:22+00:00,39.9577944007956197
\xf403c135812408bfbe8713b5a23a04b3d48aae31,\x0d959810433d8121715dafb65a042a3250c5b1e5,2022-08-05T14:52:22+00:00,10.2273942557519551
\xf403c135812408bfbe8713b5a23a04b3d48aae31,\xb5bbc863bafe5006c68613b89130812a7b586a4e,2022-08-05T14:52:22+00:00,6.9704781833988970
\xfa103c21ea2df71dfb92b0652f8b1d795e51cdef,\x56178a0d5f301baf6cf3e1cd53d9863437345bf9,2022-08-05T14:53:17+00:00,17445.490000000000
\xfa6de2697d59e88ed7fc4dfe5a33dac43565ea41,\xd6f7af0285068e3745f39607b9aa5f81fed7a6bb,2022-08-05T14:53:47+00:00,0.47414553840440391800
\x733b6010eff6a5e6ae2fe9575fc24bf62d2e5bce,\x8014595f2ab54cd7c604b00e9fb932176fdc86ae,2022-08-05T14:53:17+00:00,21.7905257721682920
\xd3bf46376bc1f497020e2ed58e1e62f940a09fad,\x33f6ddaea2a8a54062e021873bcaee006cdf4007,2022-08-05T14:53:47+00:00,209.3086116845253645
\xf403c135812408bfbe8713b5a23a04b3d48aae31,\xcf50b810e57ac33b91dcf525c6ddd9881b139332,2022-08-05T14:56:38+00:00,29.0176090178313339
\xf403c135812408bfbe8713b5a23a04b3d48aae31,\xe4000004000bd8006e00720000d27d1fa000d43e,2022-08-05T14:56:38+00:00,4.7438141866014421
\xf403c135812408bfbe8713b5a23a04b3d48aae31,\xe4000004000bd8006e00720000d27d1fa000d43e,2022-08-05T14:56:38+00:00,4.4039246639554931
\xa84f2187371e8a61fa6634ecb3ff6d89df299e0e,\x171c53d55b1bcb725f660677d9e8bad7fd084282,2022-08-05T14:57:22+00:00,0.37401398156497083900
\x0000000000000000000000000000000000000000,\x989aeb4d175e16225e39e87d0d97a3360524ad80,2022-08-05T14:56:38+00:00,565.0745636981058153
\x989aeb4d175e16225e39e87d0d97a3360524ad80,\xf403c135812408bfbe8713b5a23a04b3d48aae31,2022-08-05T14:56:38+00:00,580.3521803566266779
\xf403c135812408bfbe8713b5a23a04b3d48aae31,\xcf50b810e57ac33b91dcf525c6ddd9881b139332,2022-08-05T14:56:38+00:00,33.1380470167250034
\xf403c135812408bfbe8713b5a23a04b3d48aae31,\xe4000004000bd8006e00720000d27d1fa000d43e,2022-08-05T14:56:38+00:00,4.6174667333217426
\xf403c135812408bfbe8713b5a23a04b3d48aae31,\x3fe65692bfcd0e6cf84cb1e7d24108e434a7587e,2022-08-05T14:56:38+00:00,47.4381418660144207
\xf403c135812408bfbe8713b5a23a04b3d48aae31,\xcf50b810e57ac33b91dcf525c6ddd9881b139332,2022-08-05T14:56:38+00:00,28.2537281849052908
\xf403c135812408bfbe8713b5a23a04b3d48aae31,\x3fe65692bfcd0e6cf84cb1e7d24108e434a7587e,2022-08-05T14:56:38+00:00,79.7595947382207069
\xe4000004000bd8006e00720000d27d1fa000d43e,\x58dc5a51fe44589beb22e8ce67720b5bc5378009,2022-08-05T14:56:38+00:00,43.9278711662378294
\xf403c135812408bfbe8713b5a23a04b3d48aae31,\x3fe65692bfcd0e6cf84cb1e7d24108e434a7587e,2022-08-05T14:56:38+00:00,56.5074563698105815
\xf403c135812408bfbe8713b5a23a04b3d48aae31,\x22ee18aca7f3ee920d01f25da85840d12d98e8ca,2022-08-05T14:56:38+00:00,662.0046363272318670
\x0000000000000000000000000000000000000000,\x989aeb4d175e16225e39e87d0d97a3360524ad80,2022-08-05T14:56:38+00:00,440.3924663955493088
\x0000000000000000000000000000000000000000,\x989aeb4d175e16225e39e87d0d97a3360524ad80,2022-08-05T14:56:38+00:00,461.7466733321742616
\x989aeb4d175e16225e39e87d0d97a3360524ad80,\xf403c135812408bfbe8713b5a23a04b3d48aae31,2022-08-05T14:56:38+00:00,440.3924663955493088
\x8301ae4fc9c624d1d396cbdaa1ed877821d7c511,\x22f9dcf4647084d6c31b2765f6910cd85c178c18,2022-08-05T14:55:55+00:00,48463.949015786063
\xf403c135812408bfbe8713b5a23a04b3d48aae31,\xd683c7051a28fa150eb3f4bd92263865d4a67778,2022-08-05T14:56:38+00:00,383.2497388657046372
\x22f9dcf4647084d6c31b2765f6910cd85c178c18,\xad84693a21e0a1db73ae6c6e5aceb041a6c8b6b3,2022-08-05T14:55:55+00:00,48463.949015786063
\xf403c135812408bfbe8713b5a23a04b3d48aae31,\xe4000004000bd8006e00720000d27d1fa000d43e,2022-08-05T14:56:38+00:00,5.6507456369810582
\xf403c135812408bfbe8713b5a23a04b3d48aae31,\x835f69e58087e5b6bffef182fe2bf959fe253c3c,2022-08-05T14:56:38+00:00,365.5257471083059263
\x4a744870fd705971c8c00ac510eac2206c93d5bb,\x171c53d55b1bcb725f660677d9e8bad7fd084282,2022-08-05T14:57:22+00:00,77.1933195442172731
\xf403c135812408bfbe8713b5a23a04b3d48aae31,\xe4000004000bd8006e00720000d27d1fa000d43e,2022-08-05T14:56:38+00:00,7.9759594738220707
\xf403c135812408bfbe8713b5a23a04b3d48aae31,\xcf50b810e57ac33b91dcf525c6ddd9881b139332,2022-08-05T14:56:38+00:00,22.0196233197774654
\xf403c135812408bfbe8713b5a23a04b3d48aae31,\xb5bbc863bafe5006c68613b89130812a7b586a4e,2022-08-05T14:56:38+00:00,5.6507456369810582
\x0000000000000000000000000000000000000000,\x989aeb4d175e16225e39e87d0d97a3360524ad80,2022-08-05T14:56:38+00:00,474.3814186601442070
\xf403c135812408bfbe8713b5a23a04b3d48aae31,\x3fe65692bfcd0e6cf84cb1e7d24108e434a7587e,2022-08-05T14:56:38+00:00,41.8844302340995295
\xf403c135812408bfbe8713b5a23a04b3d48aae31,\x4a2631d090e8b40bbde245e687bf09e5e534a239,2022-08-05T14:56:38+00:00,481.6923096960001427
\xf403c135812408bfbe8713b5a23a04b3d48aae31,\x308b48f037aaa75406426dacfaca864ebd88edba,2022-08-05T14:56:38+00:00,469.0118878694278267
\xf403c135812408bfbe8713b5a23a04b3d48aae31,\xcf50b810e57ac33b91dcf525c6ddd9881b139332,2022-08-05T14:56:38+00:00,20.9422151170497647
\x085a2054c51ea5c91dbf7f90d65e728c0f2a270f,\x171c53d55b1bcb725f660677d9e8bad7fd084282,2022-08-05T14:57:22+00:00,805.1192445070568398
\xf403c135812408bfbe8713b5a23a04b3d48aae31,\xe4000004000bd8006e00720000d27d1fa000d43e,2022-08-05T14:56:38+00:00,5.8035218035662668
\xf403c135812408bfbe8713b5a23a04b3d48aae31,\xe4000004000bd8006e00720000d27d1fa000d43e,2022-08-05T14:56:38+00:00,6.6276094033450007
\xf403c135812408bfbe8713b5a23a04b3d48aae31,\x83a3ce160915675f5bc7cc3cfda5f4cebc7b7a5a,2022-08-05T14:56:38+00:00,347.6407709430260948
\xf403c135812408bfbe8713b5a23a04b3d48aae31,\xb5bbc863bafe5006c68613b89130812a7b586a4e,2022-08-05T14:56:38+00:00,4.1884430234099529
\xf403c135812408bfbe8713b5a23a04b3d48aae31,\x0392321e86f42c2f94fbb0c6853052487db521f0,2022-08-05T14:56:38+00:00,550.0915804776350568
\xf403c135812408bfbe8713b5a23a04b3d48aae31,\x3fe65692bfcd0e6cf84cb1e7d24108e434a7587e,2022-08-05T14:56:38+00:00,44.0392466395549309
\xf403c135812408bfbe8713b5a23a04b3d48aae31,\xb5bbc863bafe5006c68613b89130812a7b586a4e,2022-08-05T14:56:38+00:00,4.6174667333217426
\xf403c135812408bfbe8713b5a23a04b3d48aae31,\xb5bbc863bafe5006c68613b89130812a7b586a4e,2022-08-05T14:56:38+00:00,5.8035218035662668
\x0000000000000000000000000000000000000000,\x989aeb4d175e16225e39e87d0d97a3360524ad80,2022-08-05T14:56:38+00:00,797.5959473822070687
\xb0c1b7b83baae51284b8bbba02ec37742440199d,\x171c53d55b1bcb725f660677d9e8bad7fd084282,2022-08-05T14:57:22+00:00,681.1951451774088131
\xad84693a21e0a1db73ae6c6e5aceb041a6c8b6b3,\xa6ff33cfc35b889d243372216fd96255f0a9fb3a,2022-08-05T14:55:55+00:00,48463.949015786063
\x989aeb4d175e16225e39e87d0d97a3360524ad80,\xf403c135812408bfbe8713b5a23a04b3d48aae31,2022-08-05T14:56:38+00:00,474.3814186601442070
\xf403c135812408bfbe8713b5a23a04b3d48aae31,\xb5bbc863bafe5006c68613b89130812a7b586a4e,2022-08-05T14:56:38+00:00,4.4039246639554931
\xab3655b0d22f461900569f2280dccb0c1ccdd628,\x9445bd19767f73dcae6f2de90e6cd31192f62589,2022-08-05T14:56:38+00:00,272.5124945699395231
\xf403c135812408bfbe8713b5a23a04b3d48aae31,\x3fe65692bfcd0e6cf84cb1e7d24108e434a7587e,2022-08-05T14:56:38+00:00,58.0352180356626678
\xf403c135812408bfbe8713b5a23a04b3d48aae31,\xb5bbc863bafe5006c68613b89130812a7b586a4e,2022-08-05T14:56:38+00:00,7.9759594738220707
\xf403c135812408bfbe8713b5a23a04b3d48aae31,\x3fe65692bfcd0e6cf84cb1e7d24108e434a7587e,2022-08-05T14:56:38+00:00,66.2760940334500068
\x9d5c5e364d81dab193b72db9e9be9d8ee669b652,\x171c53d55b1bcb725f660677d9e8bad7fd084282,2022-08-05T14:57:22+00:00,9.6944516175370419
\x989aeb4d175e16225e39e87d0d97a3360524ad80,\xf403c135812408bfbe8713b5a23a04b3d48aae31,2022-08-05T14:56:38+00:00,662.7609403345000684
\xf403c135812408bfbe8713b5a23a04b3d48aae31,\xcf50b810e57ac33b91dcf525c6ddd9881b139332,2022-08-05T14:56:38+00:00,23.7190709330072104
\x989aeb4d175e16225e39e87d0d97a3360524ad80,\xf403c135812408bfbe8713b5a23a04b3d48aae31,2022-08-05T14:56:38+00:00,797.5959473822070687
\xf403c135812408bfbe8713b5a23a04b3d48aae31,\xe4000004000bd8006e00720000d27d1fa000d43e,2022-08-05T14:56:38+00:00,4.1884430234099529
\xf403c135812408bfbe8713b5a23a04b3d48aae31,\xcf50b810e57ac33b91dcf525c6ddd9881b139332,2022-08-05T14:56:38+00:00,23.0873336666087131
\x0000000000000000000000000000000000000000,\x989aeb4d175e16225e39e87d0d97a3360524ad80,2022-08-05T14:56:38+00:00,580.3521803566266779
\x0000000000000000000000000000000000000000,\x989aeb4d175e16225e39e87d0d97a3360524ad80,2022-08-05T14:56:38+00:00,418.8443023409952950
\xf403c135812408bfbe8713b5a23a04b3d48aae31,\xb5bbc863bafe5006c68613b89130812a7b586a4e,2022-08-05T14:56:38+00:00,6.6276094033450007
\xb1fb0ba0676a1ffa83882c7f4805408ba232c1fa,\x171c53d55b1bcb725f660677d9e8bad7fd084282,2022-08-05T14:57:22+00:00,435.9637586218972614
\xf403c135812408bfbe8713b5a23a04b3d48aae31,\xfd5abf66b003881b88567eb9ed9c651f14dc4771,2022-08-05T14:56:38+00:00,393.7365774879196918
\xbeefbabeea323f07c59926295205d3b7a17e8638,\x8301ae4fc9c624d1d396cbdaa1ed877821d7c511,2022-08-05T15:00:17+00:00,23783.391608391611
\x0000000000000000000000000000000000000000,\x989aeb4d175e16225e39e87d0d97a3360524ad80,2022-08-05T14:56:38+00:00,662.7609403345000684
\xf403c135812408bfbe8713b5a23a04b3d48aae31,\xb5bbc863bafe5006c68613b89130812a7b586a4e,2022-08-05T14:56:38+00:00,4.7438141866014421
\xf403c135812408bfbe8713b5a23a04b3d48aae31,\x3fe65692bfcd0e6cf84cb1e7d24108e434a7587e,2022-08-05T14:56:38+00:00,46.1746673332174262
\x989aeb4d175e16225e39e87d0d97a3360524ad80,\xf403c135812408bfbe8713b5a23a04b3d48aae31,2022-08-05T14:56:38+00:00,461.7466733321742616
\x989aeb4d175e16225e39e87d0d97a3360524ad80,\xf403c135812408bfbe8713b5a23a04b3d48aae31,2022-08-05T14:56:38+00:00,418.8443023409952950
\xbeefbabeea323f07c59926295205d3b7a17e8638,\x8301ae4fc9c624d1d396cbdaa1ed877821d7c511,2022-08-05T14:59:48+00:00,24972.377622377625
\xad84693a21e0a1db73ae6c6e5aceb041a6c8b6b3,\xa6ff33cfc35b889d243372216fd96255f0a9fb3a,2022-08-05T15:02:10+00:00,48596.258661867225
\xf403c135812408bfbe8713b5a23a04b3d48aae31,\xcf50b810e57ac33b91dcf525c6ddd9881b139332,2022-08-05T15:04:53+00:00,30.0985996339605113
\x6767526a362ec6c6b1df185478e4f01506b73ff3,\x28c6c06298d514db089934071355e5743bf21d60,2022-08-05T14:59:48+00:00,114106.150000000000
\xf403c135812408bfbe8713b5a23a04b3d48aae31,\xb900ef131301b307db5efcbed9dbb50a3e209b2e,2022-08-05T15:04:53+00:00,697.2497754206354565
\xf0b9c328cc542a1d45392cd910033df6893e6a65,\x28c6c06298d514db089934071355e5743bf21d60,2022-08-05T15:00:14+00:00,22525.150000000000
\xddfabcdc4d8ffc6d5beaf154f18b778f892a0740,\xefb02a50a027a3713fc84de40ab5dec6f7304f5d,2022-08-05T15:02:52+00:00,402.4779300200000000
\xf403c135812408bfbe8713b5a23a04b3d48aae31,\xb5bbc863bafe5006c68613b89130812a7b586a4e,2022-08-05T15:04:53+00:00,6.0197199267921023
